,DAY_WITHIN_SEASON,GAME_DATE,GAME_ID,T1_IS_HOME,T1_L,T1_L_cum,T1_PLUS_MINUS,T1_PTS,T1_TEAM_ID,T1_TEAM_NAME,T1_W,T1_W_cum,T1_lag08_AST,T1_lag08_BLK,T1_lag08_DREB,T1_lag08_FG_PCT,T1_lag08_FT_PCT,T1_lag08_GP,T1_lag08_OREB,T1_lag08_PLUS_MINUS,T1_lag08_PLUS_MINUS_RANK,T1_lag08_PTS,T1_lag08_PTS_RANK,T1_lag08_REB,T1_lag08_STL,T1_lag08_TOV,T1_lag08_W_PCT,T1_lag08_W_PCT_RANK,T1_lag16_AST,T1_lag16_BLK,T1_lag16_DREB,T1_lag16_FG_PCT,T1_lag16_FT_PCT,T1_lag16_GP,T1_lag16_OREB,T1_lag16_PLUS_MINUS,T1_lag16_PLUS_MINUS_RANK,T1_lag16_PTS,T1_lag16_PTS_RANK,T1_lag16_REB,T1_lag16_STL,T1_lag16_TOV,T1_lag16_W_PCT,T1_lag16_W_PCT_RANK,T1_lag180_AST,T1_lag180_BLK,T1_lag180_DREB,T1_lag180_FG_PCT,T1_lag180_FT_PCT,T1_lag180_GP,T1_lag180_OREB,T1_lag180_PLUS_MINUS,T1_lag180_PLUS_MINUS_RANK,T1_lag180_PTS,T1_lag180_PTS_RANK,T1_lag180_REB,T1_lag180_STL,T1_lag180_TOV,T1_lag180_W_PCT,T1_lag180_W_PCT_RANK,T1_lag32_AST,T1_lag32_BLK,T1_lag32_DREB,T1_lag32_FG_PCT,T1_lag32_FT_PCT,T1_lag32_GP,T1_lag32_OREB,T1_lag32_PLUS_MINUS,T1_lag32_PLUS_MINUS_RANK,T1_lag32_PTS,T1_lag32_PTS_RANK,T1_lag32_REB,T1_lag32_STL,T1_lag32_TOV,T1_lag32_W_PCT,T1_lag32_W_PCT_RANK,T1_lag64_AST,T1_lag64_BLK,T1_lag64_DREB,T1_lag64_FG_PCT,T1_lag64_FT_PCT,T1_lag64_GP,T1_lag64_OREB,T1_lag64_PLUS_MINUS,T1_lag64_PLUS_MINUS_RANK,T1_lag64_PTS,T1_lag64_PTS_RANK,T1_lag64_REB,T1_lag64_STL,T1_lag64_TOV,T1_lag64_W_PCT,T1_lag64_W_PCT_RANK,T2_IS_HOME,T2_L,T2_L_cum,T2_PLUS_MINUS,T2_PTS,T2_TEAM_ID,T2_TEAM_NAME,T2_W,T2_W_cum,T2_lag08_AST,T2_lag08_BLK,T2_lag08_DREB,T2_lag08_FG_PCT,T2_lag08_FT_PCT,T2_lag08_GP,T2_lag08_OREB,T2_lag08_PLUS_MINUS,T2_lag08_PLUS_MINUS_RANK,T2_lag08_PTS,T2_lag08_PTS_RANK,T2_lag08_REB,T2_lag08_STL,T2_lag08_TOV,T2_lag08_W_PCT,T2_lag08_W_PCT_RANK,T2_lag16_AST,T2_lag16_BLK,T2_lag16_DREB,T2_lag16_FG_PCT,T2_lag16_FT_PCT,T2_lag16_GP,T2_lag16_OREB,T2_lag16_PLUS_MINUS,T2_lag16_PLUS_MINUS_RANK,T2_lag16_PTS,T2_lag16_PTS_RANK,T2_lag16_REB,T2_lag16_STL,T2_lag16_TOV,T2_lag16_W_PCT,T2_lag16_W_PCT_RANK,T2_lag180_AST,T2_lag180_BLK,T2_lag180_DREB,T2_lag180_FG_PCT,T2_lag180_FT_PCT,T2_lag180_GP,T2_lag180_OREB,T2_lag180_PLUS_MINUS,T2_lag180_PLUS_MINUS_RANK,T2_lag180_PTS,T2_lag180_PTS_RANK,T2_lag180_REB,T2_lag180_STL,T2_lag180_TOV,T2_lag180_W_PCT,T2_lag180_W_PCT_RANK,T2_lag32_AST,T2_lag32_BLK,T2_lag32_DREB,T2_lag32_FG_PCT,T2_lag32_FT_PCT,T2_lag32_GP,T2_lag32_OREB,T2_lag32_PLUS_MINUS,T2_lag32_PLUS_MINUS_RANK,T2_lag32_PTS,T2_lag32_PTS_RANK,T2_lag32_REB,T2_lag32_STL,T2_lag32_TOV,T2_lag32_W_PCT,T2_lag32_W_PCT_RANK,T2_lag64_AST,T2_lag64_BLK,T2_lag64_DREB,T2_lag64_FG_PCT,T2_lag64_FT_PCT,T2_lag64_GP,T2_lag64_OREB,T2_lag64_PLUS_MINUS,T2_lag64_PLUS_MINUS_RANK,T2_lag64_PTS,T2_lag64_PTS_RANK,T2_lag64_REB,T2_lag64_STL,T2_lag64_TOV,T2_lag64_W_PCT,T2_lag64_W_PCT_RANK
0,0,2019-04-13,41800111,False,0,0.0,3,104,1610612753,Orlando Magic,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,0.0,-3,101,1610612761,Toronto Raptors,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2019-04-13,41800121,False,0,0.0,9,111,1610612751,Brooklyn Nets,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,0.0,-9,102,1610612755,Philadelphia 76ers,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2019-04-13,41800141,True,0,0.0,17,121,1610612744,Golden State Warriors,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-17,104,1610612746,LA Clippers,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,2019-04-13,41800151,True,1,0.0,-5,96,1610612743,Denver Nuggets,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,5,101,1610612759,San Antonio Spurs,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2019-04-14,41800101,True,0,0.0,35,121,1610612749,Milwaukee Bucks,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-35,86,1610612765,Detroit Pistons,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2019-04-14,41800131,True,0,0.0,10,84,1610612738,Boston Celtics,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-10,74,1610612754,Indiana Pacers,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,2019-04-14,41800161,True,0,0.0,5,104,1610612757,Portland Trail Blazers,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-5,99,1610612760,Oklahoma City Thunder,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,2019-04-14,41800171,True,0,0.0,32,122,1610612745,Houston Rockets,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-32,90,1610612762,Utah Jazz,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,2019-04-15,41800122,False,1,0.0,-22,123,1610612751,Brooklyn Nets,0,1.0,0.31,0.04,0.73,0.432,0.923,1.0,0.21,0.19,5.0,2.31,4.0,0.94,0.19,0.25,1.0,1.0,0.31,0.04,0.73,0.432,0.923,1.0,0.21,0.19,5.0,2.31,4.0,0.94,0.19,0.25,1.0,1.0,0.31,0.04,0.73,0.432,0.923,1.0,0.21,0.19,5.0,2.31,4.0,0.94,0.19,0.25,1.0,1.0,0.31,0.04,0.73,0.432,0.923,1.0,0.21,0.19,5.0,2.31,4.0,0.94,0.19,0.25,1.0,1.0,0.31,0.04,0.73,0.432,0.923,1.0,0.21,0.19,5.0,2.31,4.0,0.94,0.19,0.25,1.0,1.0,True,0,1.0,22,145,1610612755,Philadelphia 76ers,1,0.0,0.42,0.23,0.71,0.407,0.69,1.0,0.33,-0.19,12.0,2.13,8.0,1.04,0.13,0.27,0.0,9.0,0.42,0.23,0.71,0.407,0.69,1.0,0.33,-0.19,12.0,2.13,8.0,1.04,0.13,0.27,0.0,9.0,0.42,0.23,0.71,0.407,0.69,1.0,0.33,-0.19,12.0,2.13,8.0,1.04,0.13,0.27,0.0,9.0,0.42,0.23,0.71,0.407,0.69,1.0,0.33,-0.19,12.0,2.13,8.0,1.04,0.13,0.27,0.0,9.0,0.42,0.23,0.71,0.407,0.69,1.0,0.33,-0.19,12.0,2.13,8.0,1.04,0.13,0.27,0.0,9.0
9,2,2019-04-15,41800142,True,1,0.0,-4,131,1610612744,Golden State Warriors,0,1.0,0.65,0.29,0.88,0.489,0.85,1.0,0.25,0.35,3.0,2.52,2.0,1.13,0.19,0.44,1.0,1.0,0.65,0.29,0.88,0.489,0.85,1.0,0.25,0.35,3.0,2.52,2.0,1.13,0.19,0.44,1.0,1.0,0.65,0.29,0.88,0.489,0.85,1.0,0.25,0.35,3.0,2.52,2.0,1.13,0.19,0.44,1.0,1.0,0.65,0.29,0.88,0.489,0.85,1.0,0.25,0.35,3.0,2.52,2.0,1.13,0.19,0.44,1.0,1.0,0.65,0.29,0.88,0.489,0.85,1.0,0.25,0.35,3.0,2.52,2.0,1.13,0.19,0.44,1.0,1.0,False,0,1.0,4,135,1610612746,LA Clippers,1,0.0,0.5,0.15,0.69,0.4,0.773,1.0,0.15,-0.35,14.0,2.17,5.0,0.83,0.21,0.38,0.0,9.0,0.5,0.15,0.69,0.4,0.773,1.0,0.15,-0.35,14.0,2.17,5.0,0.83,0.21,0.38,0.0,9.0,0.5,0.15,0.69,0.4,0.773,1.0,0.15,-0.35,14.0,2.17,5.0,0.83,0.21,0.38,0.0,9.0,0.5,0.15,0.69,0.4,0.773,1.0,0.15,-0.35,14.0,2.17,5.0,0.83,0.21,0.38,0.0,9.0,0.5,0.15,0.69,0.4,0.773,1.0,0.15,-0.35,14.0,2.17,5.0,0.83,0.21,0.38,0.0,9.0
