,DAY_WITHIN_SEASON,GAME_DATE,GAME_ID,T1_IS_HOME,T1_L,T1_L_cum,T1_PLUS_MINUS,T1_PTS,T1_TEAM_ID,T1_TEAM_NAME,T1_W,T1_W_cum,T1_lag08_AST,T1_lag08_BLK,T1_lag08_DREB,T1_lag08_FG_PCT,T1_lag08_FT_PCT,T1_lag08_GP,T1_lag08_OREB,T1_lag08_PLUS_MINUS,T1_lag08_PLUS_MINUS_RANK,T1_lag08_PTS,T1_lag08_PTS_RANK,T1_lag08_REB,T1_lag08_STL,T1_lag08_TOV,T1_lag08_W_PCT,T1_lag08_W_PCT_RANK,T1_lag16_AST,T1_lag16_BLK,T1_lag16_DREB,T1_lag16_FG_PCT,T1_lag16_FT_PCT,T1_lag16_GP,T1_lag16_OREB,T1_lag16_PLUS_MINUS,T1_lag16_PLUS_MINUS_RANK,T1_lag16_PTS,T1_lag16_PTS_RANK,T1_lag16_REB,T1_lag16_STL,T1_lag16_TOV,T1_lag16_W_PCT,T1_lag16_W_PCT_RANK,T1_lag180_AST,T1_lag180_BLK,T1_lag180_DREB,T1_lag180_FG_PCT,T1_lag180_FT_PCT,T1_lag180_GP,T1_lag180_OREB,T1_lag180_PLUS_MINUS,T1_lag180_PLUS_MINUS_RANK,T1_lag180_PTS,T1_lag180_PTS_RANK,T1_lag180_REB,T1_lag180_STL,T1_lag180_TOV,T1_lag180_W_PCT,T1_lag180_W_PCT_RANK,T1_lag32_AST,T1_lag32_BLK,T1_lag32_DREB,T1_lag32_FG_PCT,T1_lag32_FT_PCT,T1_lag32_GP,T1_lag32_OREB,T1_lag32_PLUS_MINUS,T1_lag32_PLUS_MINUS_RANK,T1_lag32_PTS,T1_lag32_PTS_RANK,T1_lag32_REB,T1_lag32_STL,T1_lag32_TOV,T1_lag32_W_PCT,T1_lag32_W_PCT_RANK,T1_lag64_AST,T1_lag64_BLK,T1_lag64_DREB,T1_lag64_FG_PCT,T1_lag64_FT_PCT,T1_lag64_GP,T1_lag64_OREB,T1_lag64_PLUS_MINUS,T1_lag64_PLUS_MINUS_RANK,T1_lag64_PTS,T1_lag64_PTS_RANK,T1_lag64_REB,T1_lag64_STL,T1_lag64_TOV,T1_lag64_W_PCT,T1_lag64_W_PCT_RANK,T2_IS_HOME,T2_L,T2_L_cum,T2_PLUS_MINUS,T2_PTS,T2_TEAM_ID,T2_TEAM_NAME,T2_W,T2_W_cum,T2_lag08_AST,T2_lag08_BLK,T2_lag08_DREB,T2_lag08_FG_PCT,T2_lag08_FT_PCT,T2_lag08_GP,T2_lag08_OREB,T2_lag08_PLUS_MINUS,T2_lag08_PLUS_MINUS_RANK,T2_lag08_PTS,T2_lag08_PTS_RANK,T2_lag08_REB,T2_lag08_STL,T2_lag08_TOV,T2_lag08_W_PCT,T2_lag08_W_PCT_RANK,T2_lag16_AST,T2_lag16_BLK,T2_lag16_DREB,T2_lag16_FG_PCT,T2_lag16_FT_PCT,T2_lag16_GP,T2_lag16_OREB,T2_lag16_PLUS_MINUS,T2_lag16_PLUS_MINUS_RANK,T2_lag16_PTS,T2_lag16_PTS_RANK,T2_lag16_REB,T2_lag16_STL,T2_lag16_TOV,T2_lag16_W_PCT,T2_lag16_W_PCT_RANK,T2_lag180_AST,T2_lag180_BLK,T2_lag180_DREB,T2_lag180_FG_PCT,T2_lag180_FT_PCT,T2_lag180_GP,T2_lag180_OREB,T2_lag180_PLUS_MINUS,T2_lag180_PLUS_MINUS_RANK,T2_lag180_PTS,T2_lag180_PTS_RANK,T2_lag180_REB,T2_lag180_STL,T2_lag180_TOV,T2_lag180_W_PCT,T2_lag180_W_PCT_RANK,T2_lag32_AST,T2_lag32_BLK,T2_lag32_DREB,T2_lag32_FG_PCT,T2_lag32_FT_PCT,T2_lag32_GP,T2_lag32_OREB,T2_lag32_PLUS_MINUS,T2_lag32_PLUS_MINUS_RANK,T2_lag32_PTS,T2_lag32_PTS_RANK,T2_lag32_REB,T2_lag32_STL,T2_lag32_TOV,T2_lag32_W_PCT,T2_lag32_W_PCT_RANK,T2_lag64_AST,T2_lag64_BLK,T2_lag64_DREB,T2_lag64_FG_PCT,T2_lag64_FT_PCT,T2_lag64_GP,T2_lag64_OREB,T2_lag64_PLUS_MINUS,T2_lag64_PLUS_MINUS_RANK,T2_lag64_PTS,T2_lag64_PTS_RANK,T2_lag64_REB,T2_lag64_STL,T2_lag64_TOV,T2_lag64_W_PCT,T2_lag64_W_PCT_RANK
0,0,2016-04-16,41500111,False,0,0.0,10,100,1610612754,Indiana Pacers,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,0.0,-10,90,1610612761,Toronto Raptors,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2016-04-16,41500131,True,0,0.0,1,102,1610612737,Atlanta Hawks,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-1,101,1610612738,Boston Celtics,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2016-04-16,41500141,True,0,0.0,26,104,1610612744,Golden State Warriors,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-26,78,1610612745,Houston Rockets,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,2016-04-16,41500161,False,1,0.0,-38,70,1610612742,Dallas Mavericks,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0.0,38,108,1610612760,Oklahoma City Thunder,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2016-04-17,41500101,True,0,0.0,5,106,1610612739,Cleveland Cavaliers,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-5,101,1610612765,Detroit Pistons,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2016-04-17,41500121,True,0,0.0,32,123,1610612748,Miami Heat,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-32,91,1610612766,Charlotte Hornets,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,2016-04-17,41500151,True,0,0.0,32,106,1610612759,San Antonio Spurs,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-32,74,1610612763,Memphis Grizzlies,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,2016-04-17,41500171,True,0,0.0,20,115,1610612746,LA Clippers,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-20,95,1610612757,Portland Trail Blazers,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,2016-04-18,41500112,False,1,0.0,-11,87,1610612754,Indiana Pacers,0,1.0,0.4,0.17,0.6,0.43,0.724,1.0,0.19,0.21,6.0,2.08,10.0,0.79,0.23,0.27,1.0,1.0,0.4,0.17,0.6,0.43,0.724,1.0,0.19,0.21,6.0,2.08,10.0,0.79,0.23,0.27,1.0,1.0,0.4,0.17,0.6,0.43,0.724,1.0,0.19,0.21,6.0,2.08,10.0,0.79,0.23,0.27,1.0,1.0,0.4,0.17,0.6,0.43,0.724,1.0,0.19,0.21,6.0,2.08,10.0,0.79,0.23,0.27,1.0,1.0,0.4,0.17,0.6,0.43,0.724,1.0,0.19,0.21,6.0,2.08,10.0,0.79,0.23,0.27,1.0,1.0,True,0,1.0,11,98,1610612761,Toronto Raptors,1,0.0,0.35,0.1,0.67,0.38,0.684,1.0,0.42,-0.21,11.0,1.88,13.0,1.08,0.13,0.42,0.0,9.0,0.35,0.1,0.67,0.38,0.684,1.0,0.42,-0.21,11.0,1.88,13.0,1.08,0.13,0.42,0.0,9.0,0.35,0.1,0.67,0.38,0.684,1.0,0.42,-0.21,11.0,1.88,13.0,1.08,0.13,0.42,0.0,9.0,0.35,0.1,0.67,0.38,0.684,1.0,0.42,-0.21,11.0,1.88,13.0,1.08,0.13,0.42,0.0,9.0,0.35,0.1,0.67,0.38,0.684,1.0,0.42,-0.21,11.0,1.88,13.0,1.08,0.13,0.42,0.0,9.0
9,2,2016-04-18,41500142,True,0,0.0,9,115,1610612744,Golden State Warriors,1,1.0,0.54,0.15,0.79,0.429,0.667,1.0,0.31,0.54,4.0,2.17,6.0,1.1,0.21,0.38,1.0,1.0,0.54,0.15,0.79,0.429,0.667,1.0,0.31,0.54,4.0,2.17,6.0,1.1,0.21,0.38,1.0,1.0,0.54,0.15,0.79,0.429,0.667,1.0,0.31,0.54,4.0,2.17,6.0,1.1,0.21,0.38,1.0,1.0,0.54,0.15,0.79,0.429,0.667,1.0,0.31,0.54,4.0,2.17,6.0,1.1,0.21,0.38,1.0,1.0,0.54,0.15,0.79,0.429,0.667,1.0,0.31,0.54,4.0,2.17,6.0,1.1,0.21,0.38,1.0,1.0,False,1,1.0,-9,106,1610612745,Houston Rockets,0,0.0,0.33,0.13,0.79,0.357,0.5,1.0,0.27,-0.54,13.0,1.63,14.0,1.06,0.21,0.5,0.0,9.0,0.33,0.13,0.79,0.357,0.5,1.0,0.27,-0.54,13.0,1.63,14.0,1.06,0.21,0.5,0.0,9.0,0.33,0.13,0.79,0.357,0.5,1.0,0.27,-0.54,13.0,1.63,14.0,1.06,0.21,0.5,0.0,9.0,0.33,0.13,0.79,0.357,0.5,1.0,0.27,-0.54,13.0,1.63,14.0,1.06,0.21,0.5,0.0,9.0,0.33,0.13,0.79,0.357,0.5,1.0,0.27,-0.54,13.0,1.63,14.0,1.06,0.21,0.5,0.0,9.0
