,DAY_WITHIN_SEASON,GAME_DATE,GAME_ID,T1_IS_HOME,T1_L,T1_L_cum,T1_PLUS_MINUS,T1_PTS,T1_TEAM_ID,T1_TEAM_NAME,T1_W,T1_W_cum,T1_lag08_AST,T1_lag08_BLK,T1_lag08_DREB,T1_lag08_FG_PCT,T1_lag08_FT_PCT,T1_lag08_GP,T1_lag08_OREB,T1_lag08_PLUS_MINUS,T1_lag08_PLUS_MINUS_RANK,T1_lag08_PTS,T1_lag08_PTS_RANK,T1_lag08_REB,T1_lag08_STL,T1_lag08_TOV,T1_lag08_W_PCT,T1_lag08_W_PCT_RANK,T1_lag16_AST,T1_lag16_BLK,T1_lag16_DREB,T1_lag16_FG_PCT,T1_lag16_FT_PCT,T1_lag16_GP,T1_lag16_OREB,T1_lag16_PLUS_MINUS,T1_lag16_PLUS_MINUS_RANK,T1_lag16_PTS,T1_lag16_PTS_RANK,T1_lag16_REB,T1_lag16_STL,T1_lag16_TOV,T1_lag16_W_PCT,T1_lag16_W_PCT_RANK,T1_lag180_AST,T1_lag180_BLK,T1_lag180_DREB,T1_lag180_FG_PCT,T1_lag180_FT_PCT,T1_lag180_GP,T1_lag180_OREB,T1_lag180_PLUS_MINUS,T1_lag180_PLUS_MINUS_RANK,T1_lag180_PTS,T1_lag180_PTS_RANK,T1_lag180_REB,T1_lag180_STL,T1_lag180_TOV,T1_lag180_W_PCT,T1_lag180_W_PCT_RANK,T1_lag32_AST,T1_lag32_BLK,T1_lag32_DREB,T1_lag32_FG_PCT,T1_lag32_FT_PCT,T1_lag32_GP,T1_lag32_OREB,T1_lag32_PLUS_MINUS,T1_lag32_PLUS_MINUS_RANK,T1_lag32_PTS,T1_lag32_PTS_RANK,T1_lag32_REB,T1_lag32_STL,T1_lag32_TOV,T1_lag32_W_PCT,T1_lag32_W_PCT_RANK,T1_lag64_AST,T1_lag64_BLK,T1_lag64_DREB,T1_lag64_FG_PCT,T1_lag64_FT_PCT,T1_lag64_GP,T1_lag64_OREB,T1_lag64_PLUS_MINUS,T1_lag64_PLUS_MINUS_RANK,T1_lag64_PTS,T1_lag64_PTS_RANK,T1_lag64_REB,T1_lag64_STL,T1_lag64_TOV,T1_lag64_W_PCT,T1_lag64_W_PCT_RANK,T2_IS_HOME,T2_L,T2_L_cum,T2_PLUS_MINUS,T2_PTS,T2_TEAM_ID,T2_TEAM_NAME,T2_W,T2_W_cum,T2_lag08_AST,T2_lag08_BLK,T2_lag08_DREB,T2_lag08_FG_PCT,T2_lag08_FT_PCT,T2_lag08_GP,T2_lag08_OREB,T2_lag08_PLUS_MINUS,T2_lag08_PLUS_MINUS_RANK,T2_lag08_PTS,T2_lag08_PTS_RANK,T2_lag08_REB,T2_lag08_STL,T2_lag08_TOV,T2_lag08_W_PCT,T2_lag08_W_PCT_RANK,T2_lag16_AST,T2_lag16_BLK,T2_lag16_DREB,T2_lag16_FG_PCT,T2_lag16_FT_PCT,T2_lag16_GP,T2_lag16_OREB,T2_lag16_PLUS_MINUS,T2_lag16_PLUS_MINUS_RANK,T2_lag16_PTS,T2_lag16_PTS_RANK,T2_lag16_REB,T2_lag16_STL,T2_lag16_TOV,T2_lag16_W_PCT,T2_lag16_W_PCT_RANK,T2_lag180_AST,T2_lag180_BLK,T2_lag180_DREB,T2_lag180_FG_PCT,T2_lag180_FT_PCT,T2_lag180_GP,T2_lag180_OREB,T2_lag180_PLUS_MINUS,T2_lag180_PLUS_MINUS_RANK,T2_lag180_PTS,T2_lag180_PTS_RANK,T2_lag180_REB,T2_lag180_STL,T2_lag180_TOV,T2_lag180_W_PCT,T2_lag180_W_PCT_RANK,T2_lag32_AST,T2_lag32_BLK,T2_lag32_DREB,T2_lag32_FG_PCT,T2_lag32_FT_PCT,T2_lag32_GP,T2_lag32_OREB,T2_lag32_PLUS_MINUS,T2_lag32_PLUS_MINUS_RANK,T2_lag32_PTS,T2_lag32_PTS_RANK,T2_lag32_REB,T2_lag32_STL,T2_lag32_TOV,T2_lag32_W_PCT,T2_lag32_W_PCT_RANK,T2_lag64_AST,T2_lag64_BLK,T2_lag64_DREB,T2_lag64_FG_PCT,T2_lag64_FT_PCT,T2_lag64_GP,T2_lag64_OREB,T2_lag64_PLUS_MINUS,T2_lag64_PLUS_MINUS_RANK,T2_lag64_PTS,T2_lag64_PTS_RANK,T2_lag64_REB,T2_lag64_STL,T2_lag64_TOV,T2_lag64_W_PCT,T2_lag64_W_PCT_RANK
0,0,2013-04-20,41200111,False,1,0.0,-7,78,1610612738,Boston Celtics,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0.0,7,85,1610612752,New York Knicks,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2013-04-20,41200131,False,1,0.0,-17,89,1610612741,Chicago Bulls,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0.0,17,106,1610612751,Brooklyn Nets,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2013-04-20,41200161,True,0,0.0,2,97,1610612743,Denver Nuggets,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-2,95,1610612744,Golden State Warriors,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,2013-04-20,41200171,True,0,0.0,21,112,1610612746,Los Angeles Clippers,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-21,91,1610612763,Memphis Grizzlies,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2013-04-21,41200101,True,0,0.0,23,110,1610612748,Miami Heat,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,0.0,-23,87,1610612749,Milwaukee Bucks,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2013-04-21,41200121,False,1,0.0,-17,90,1610612737,Atlanta Hawks,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0.0,17,107,1610612754,Indiana Pacers,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,2013-04-21,41200141,False,1,0.0,-29,91,1610612745,Houston Rockets,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0.0,29,120,1610612760,Oklahoma City Thunder,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,2013-04-21,41200151,False,1,0.0,-12,79,1610612747,Los Angeles Lakers,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0.0,12,91,1610612759,San Antonio Spurs,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,2013-04-22,41200132,False,0,1.0,8,90,1610612741,Chicago Bulls,1,0.0,0.31,0.1,0.54,0.474,0.682,1.0,0.19,-0.35,12.0,1.85,12.0,0.73,0.08,0.21,0.0,9.0,0.31,0.1,0.54,0.474,0.682,1.0,0.19,-0.35,12.0,1.85,12.0,0.73,0.08,0.21,0.0,9.0,0.31,0.1,0.54,0.474,0.682,1.0,0.19,-0.35,12.0,1.85,12.0,0.73,0.08,0.21,0.0,9.0,0.31,0.1,0.54,0.474,0.682,1.0,0.19,-0.35,12.0,1.85,12.0,0.73,0.08,0.21,0.0,9.0,0.31,0.1,0.54,0.474,0.682,1.0,0.19,-0.35,12.0,1.85,12.0,0.73,0.08,0.21,0.0,9.0,True,1,0.0,-8,82,1610612751,Brooklyn Nets,0,1.0,0.38,0.1,0.69,0.558,0.824,1.0,0.13,0.35,4.0,2.21,5.0,0.81,0.13,0.17,1.0,1.0,0.38,0.1,0.69,0.558,0.824,1.0,0.13,0.35,4.0,2.21,5.0,0.81,0.13,0.17,1.0,1.0,0.38,0.1,0.69,0.558,0.824,1.0,0.13,0.35,4.0,2.21,5.0,0.81,0.13,0.17,1.0,1.0,0.38,0.1,0.69,0.558,0.824,1.0,0.13,0.35,4.0,2.21,5.0,0.81,0.13,0.17,1.0,1.0,0.38,0.1,0.69,0.558,0.824,1.0,0.13,0.35,4.0,2.21,5.0,0.81,0.13,0.17,1.0,1.0
9,2,2013-04-22,41200172,True,0,0.0,2,93,1610612746,Los Angeles Clippers,1,1.0,0.42,0.08,0.69,0.554,0.742,1.0,0.29,0.44,3.0,2.33,2.0,0.98,0.08,0.27,1.0,1.0,0.42,0.08,0.69,0.554,0.742,1.0,0.29,0.44,3.0,2.33,2.0,0.98,0.08,0.27,1.0,1.0,0.42,0.08,0.69,0.554,0.742,1.0,0.29,0.44,3.0,2.33,2.0,0.98,0.08,0.27,1.0,1.0,0.42,0.08,0.69,0.554,0.742,1.0,0.29,0.44,3.0,2.33,2.0,0.98,0.08,0.27,1.0,1.0,0.42,0.08,0.69,0.554,0.742,1.0,0.29,0.44,3.0,2.33,2.0,0.98,0.08,0.27,1.0,1.0,False,1,1.0,-2,91,1610612763,Memphis Grizzlies,0,0.0,0.46,0.02,0.4,0.465,0.8,1.0,0.08,-0.44,14.0,1.9,8.0,0.48,0.06,0.15,0.0,9.0,0.46,0.02,0.4,0.465,0.8,1.0,0.08,-0.44,14.0,1.9,8.0,0.48,0.06,0.15,0.0,9.0,0.46,0.02,0.4,0.465,0.8,1.0,0.08,-0.44,14.0,1.9,8.0,0.48,0.06,0.15,0.0,9.0,0.46,0.02,0.4,0.465,0.8,1.0,0.08,-0.44,14.0,1.9,8.0,0.48,0.06,0.15,0.0,9.0,0.46,0.02,0.4,0.465,0.8,1.0,0.08,-0.44,14.0,1.9,8.0,0.48,0.06,0.15,0.0,9.0
