DAY_WITHIN_SEASON,GAME_DATE,GAME_ID,T1_IS_HOME,T1_L,T1_L_cum,T1_PLUS_MINUS,T1_PTS,T1_TEAM_ID,T1_TEAM_NAME,T1_W,T1_W_cum,T2_IS_HOME,T2_L,T2_L_cum,T2_PLUS_MINUS,T2_PTS,T2_TEAM_ID,T2_TEAM_NAME,T2_W,T2_W_cum
22,2016-11-16,21600166,True,0,0.0,16,120,1610612743,Denver Nuggets,1,0.0,False,1,0.0,-16,104,1610612756,Phoenix Suns,0,0.0
22,2016-11-16,21600167,True,1,0.0,-4,107,1610612746,LA Clippers,0,1.0,False,0,1.0,4,111,1610612763,Memphis Grizzlies,1,0.0
22,2016-11-16,21600168,True,1,1.0,-5,105,1610612758,Sacramento Kings,0,0.0,False,0,0.0,5,110,1610612759,San Antonio Spurs,1,1.0
23,2016-11-17,21600169,False,1,0.0,-7,112,1610612752,New York Knicks,0,0.0,True,0,0.0,7,119,1610612764,Washington Wizards,1,0.0
23,2016-11-17,21600170,True,0,0.0,23,96,1610612748,Miami Heat,1,0.0,False,1,0.0,-23,73,1610612749,Milwaukee Bucks,0,0.0
23,2016-11-17,21600171,True,0,0.0,17,126,1610612745,Houston Rockets,1,0.0,False,1,0.0,-17,109,1610612757,Portland Trail Blazers,0,0.0
23,2016-11-17,21600172,True,0,0.0,24,110,1610612750,Minnesota Timberwolves,1,0.0,False,1,0.0,-24,86,1610612755,Philadelphia 76ers,0,0.0
23,2016-11-17,21600173,False,0,0.0,8,85,1610612741,Chicago Bulls,1,0.0,True,1,0.0,-8,77,1610612762,Utah Jazz,0,0.0
24,2016-11-18,21600174,False,1,0.0,-4,96,1610612737,Atlanta Hawks,0,0.0,True,0,0.0,4,100,1610612766,Charlotte Hornets,1,0.0
24,2016-11-18,21600175,True,0,0.0,23,104,1610612739,Cleveland Cavaliers,1,0.0,False,1,0.0,-23,81,1610612765,Detroit Pistons,0,0.0
24,2016-11-18,21600176,True,1,0.0,-20,96,1610612754,Indiana Pacers,0,0.0,False,0,0.0,20,116,1610612756,Phoenix Suns,1,0.0
24,2016-11-18,21600177,True,0,0.0,12,113,1610612740,New Orleans Pelicans,1,0.0,False,1,0.0,-12,101,1610612757,Portland Trail Blazers,0,0.0
24,2016-11-18,21600178,False,1,0.0,-19,105,1610612751,Brooklyn Nets,0,0.0,True,0,0.0,19,124,1610612760,Oklahoma City Thunder,1,0.0
24,2016-11-18,21600179,True,1,0.0,-16,88,1610612738,Boston Celtics,0,0.0,False,0,0.0,16,104,1610612744,Golden State Warriors,1,0.0
24,2016-11-18,21600180,True,1,0.0,-16,64,1610612742,Dallas Mavericks,0,0.0,False,0,0.0,16,80,1610612763,Memphis Grizzlies,1,0.0
24,2016-11-18,21600181,True,1,1.0,-2,111,1610612743,Denver Nuggets,0,0.0,False,0,0.0,2,113,1610612761,Toronto Raptors,1,1.0
24,2016-11-18,21600182,True,1,0.0,-9,107,1610612747,Los Angeles Lakers,0,0.0,False,0,0.0,9,116,1610612759,San Antonio Spurs,1,0.0
24,2016-11-18,21600183,False,0,0.0,6,121,1610612746,LA Clippers,1,0.0,True,1,0.0,-6,115,1610612758,Sacramento Kings,0,0.0
25,2016-11-19,21600184,True,0,0.0,9,111,1610612745,Houston Rockets,1,0.0,False,1,0.0,-9,102,1610612762,Utah Jazz,0,0.0
25,2016-11-19,21600185,True,0,0.0,5,121,1610612740,New Orleans Pelicans,1,0.0,False,1,0.0,-5,116,1610612766,Charlotte Hornets,0,0.0
25,2016-11-19,21600186,False,0,0.0,3,114,1610612748,Miami Heat,1,0.0,True,1,0.0,-3,111,1610612764,Washington Wizards,0,0.0
25,2016-11-19,21600187,False,1,0.0,-8,87,1610612742,Dallas Mavericks,0,0.0,True,0,0.0,8,95,1610612753,Orlando Magic,1,0.0
25,2016-11-19,21600188,False,0,0.0,2,94,1610612738,Boston Celtics,1,0.0,True,1,0.0,-2,92,1610612765,Detroit Pistons,0,0.0
25,2016-11-19,21600189,True,0,0.0,15,120,1610612755,Philadelphia 76ers,1,0.0,False,1,0.0,-15,105,1610612756,Phoenix Suns,0,0.0
25,2016-11-19,21600190,False,1,1.0,-22,71,1610612750,Minnesota Timberwolves,0,1.0,True,0,1.0,22,93,1610612763,Memphis Grizzlies,1,1.0
25,2016-11-19,21600191,False,0,0.0,3,124,1610612744,Golden State Warriors,1,0.0,True,1,0.0,-3,121,1610612749,Milwaukee Bucks,0,0.0
25,2016-11-19,21600192,False,1,0.0,-7,95,1610612741,Chicago Bulls,0,0.0,True,0,0.0,7,102,1610612746,LA Clippers,1,0.0
26,2016-11-20,21600193,False,1,0.0,-10,94,1610612737,Atlanta Hawks,0,0.0,True,0,0.0,10,104,1610612752,New York Knicks,1,0.0
26,2016-11-20,21600194,True,1,0.0,-20,109,1610612751,Brooklyn Nets,0,0.0,False,0,0.0,20,129,1610612757,Portland Trail Blazers,1,0.0
26,2016-11-20,21600195,False,0,0.0,4,115,1610612754,Indiana Pacers,1,0.0,True,1,0.0,-4,111,1610612760,Oklahoma City Thunder,0,0.0
26,2016-11-20,21600196,True,0,0.0,3,102,1610612758,Sacramento Kings,1,1.0,False,1,1.0,-3,99,1610612761,Toronto Raptors,0,0.0
26,2016-11-20,21600197,True,0,0.0,14,105,1610612743,Denver Nuggets,1,0.0,False,1,0.0,-14,91,1610612762,Utah Jazz,0,0.0
26,2016-11-20,21600198,False,0,0.0,8,118,1610612741,Chicago Bulls,1,0.0,True,1,0.0,-8,110,1610612747,Los Angeles Lakers,0,0.0
27,2016-11-21,21600199,False,1,0.0,-7,94,1610612748,Miami Heat,0,0.0,True,0,0.0,7,101,1610612755,Philadelphia 76ers,1,0.0
27,2016-11-21,21600200,False,1,0.0,-5,101,1610612756,Phoenix Suns,0,0.0,True,0,0.0,5,106,1610612764,Washington Wizards,1,0.0
27,2016-11-21,21600201,False,0,0.0,15,105,1610612763,Memphis Grizzlies,1,0.0,True,1,0.0,-15,90,1610612766,Charlotte Hornets,0,0.0
27,2016-11-21,21600202,False,0,0.0,37,120,1610612744,Golden State Warriors,1,0.0,True,1,0.0,-37,83,1610612754,Indiana Pacers,0,0.0
27,2016-11-21,21600203,False,0,0.0,3,99,1610612745,Houston Rockets,1,0.0,True,1,0.0,-3,96,1610612765,Detroit Pistons,0,0.0
27,2016-11-21,21600204,True,0,0.0,4,93,1610612749,Milwaukee Bucks,1,0.0,False,1,0.0,-4,89,1610612753,Orlando Magic,0,0.0
27,2016-11-21,21600205,False,0,0.0,6,99,1610612738,Boston Celtics,1,0.0,True,1,0.0,-6,93,1610612750,Minnesota Timberwolves,0,0.0
27,2016-11-21,21600206,False,1,0.0,-5,91,1610612742,Dallas Mavericks,0,0.0,True,0,0.0,5,96,1610612759,San Antonio Spurs,1,0.0
27,2016-11-21,21600207,True,0,0.0,8,123,1610612746,LA Clippers,1,0.0,False,1,0.0,-8,115,1610612761,Toronto Raptors,0,0.0
28,2016-11-22,21600208,True,0,0.0,4,107,1610612752,New York Knicks,1,0.0,False,1,0.0,-4,103,1610612757,Portland Trail Blazers,0,0.0
28,2016-11-22,21600209,True,1,0.0,-18,94,1610612737,Atlanta Hawks,0,0.0,False,0,0.0,18,112,1610612740,New Orleans Pelicans,1,0.0
28,2016-11-22,21600210,False,1,0.0,-3,107,1610612741,Chicago Bulls,0,0.0,True,0,0.0,3,110,1610612743,Denver Nuggets,1,0.0
28,2016-11-22,21600211,True,0,1.0,2,111,1610612747,Los Angeles Lakers,1,0.0,False,1,0.0,-2,109,1610612760,Oklahoma City Thunder,0,1.0
29,2016-11-23,21600212,True,1,0.0,-5,99,1610612755,Philadelphia 76ers,0,0.0,False,0,0.0,5,104,1610612763,Memphis Grizzlies,1,0.0
29,2016-11-23,21600213,False,0,0.0,5,119,1610612759,San Antonio Spurs,1,0.0,True,1,0.0,-5,114,1610612766,Charlotte Hornets,0,0.0
29,2016-11-23,21600214,True,1,0.0,-5,87,1610612753,Orlando Magic,0,0.0,False,0,0.0,5,92,1610612756,Phoenix Suns,1,0.0
29,2016-11-23,21600215,True,0,0.0,12,137,1610612739,Cleveland Cavaliers,1,0.0,False,1,0.0,-12,125,1610612757,Portland Trail Blazers,0,0.0
29,2016-11-23,21600216,False,0,0.0,11,96,1610612737,Atlanta Hawks,1,0.0,True,1,0.0,-11,85,1610612754,Indiana Pacers,0,0.0
29,2016-11-23,21600217,False,0,0.0,19,111,1610612738,Boston Celtics,1,1.0,True,1,1.0,-19,92,1610612751,Brooklyn Nets,0,0.0
29,2016-11-23,21600218,False,1,0.0,-23,84,1610612748,Miami Heat,0,0.0,True,0,0.0,23,107,1610612765,Detroit Pistons,1,0.0
29,2016-11-23,21600219,True,1,0.0,-13,102,1610612745,Houston Rockets,0,0.0,False,0,0.0,13,115,1610612761,Toronto Raptors,1,0.0
29,2016-11-23,21600220,True,1,0.0,-20,104,1610612742,Dallas Mavericks,0,0.0,False,0,0.0,20,124,1610612746,LA Clippers,1,0.0
29,2016-11-23,21600221,False,1,0.0,-25,83,1610612743,Denver Nuggets,0,1.0,True,0,1.0,25,108,1610612762,Utah Jazz,1,0.0
29,2016-11-23,21600222,True,0,0.0,21,117,1610612740,New Orleans Pelicans,1,0.0,False,1,0.0,-21,96,1610612750,Minnesota Timberwolves,0,0.0
29,2016-11-23,21600223,True,0,1.0,43,149,1610612744,Golden State Warriors,1,0.0,False,1,0.0,-43,106,1610612747,Los Angeles Lakers,0,1.0
29,2016-11-23,21600224,True,0,0.0,15,116,1610612758,Sacramento Kings,1,0.0,False,1,0.0,-15,101,1610612760,Oklahoma City Thunder,0,0.0
31,2016-11-25,21600225,True,1,0.0,-6,103,1610612738,Boston Celtics,0,0.0,False,0,0.0,6,109,1610612759,San Antonio Spurs,1,0.0
31,2016-11-25,21600226,True,1,0.0,-3,91,1610612753,Orlando Magic,0,1.0,False,0,1.0,3,94,1610612764,Washington Wizards,1,0.0
31,2016-11-25,21600227,True,0,0.0,38,128,1610612739,Cleveland Cavaliers,1,0.0,False,1,0.0,-38,90,1610612742,Dallas Mavericks,0,0.0
31,2016-11-25,21600228,True,0,0.0,2,113,1610612752,New York Knicks,1,0.0,False,1,0.0,-2,111,1610612766,Charlotte Hornets,0,0.0
31,2016-11-25,21600229,False,0,0.0,16,105,1610612741,Chicago Bulls,1,0.0,True,1,0.0,-16,89,1610612755,Philadelphia 76ers,0,0.0
31,2016-11-25,21600230,False,1,0.0,-11,97,1610612746,LA Clippers,0,1.0,True,0,1.0,11,108,1610612765,Detroit Pistons,1,0.0
31,2016-11-25,21600231,False,1,0.0,-27,68,1610612737,Atlanta Hawks,0,0.0,True,0,0.0,27,95,1610612762,Utah Jazz,1,0.0
31,2016-11-25,21600232,True,1,0.0,-6,99,1610612749,Milwaukee Bucks,0,0.0,False,0,0.0,6,105,1610612761,Toronto Raptors,1,0.0
31,2016-11-25,21600233,False,0,0.0,9,90,1610612748,Miami Heat,1,0.0,True,1,0.0,-9,81,1610612763,Memphis Grizzlies,0,0.0
31,2016-11-25,21600234,False,1,0.0,-21,97,1610612751,Brooklyn Nets,0,1.0,True,0,1.0,21,118,1610612754,Indiana Pacers,1,0.0
31,2016-11-25,21600235,True,1,0.0,-3,129,1610612743,Denver Nuggets,0,0.0,False,0,0.0,3,132,1610612760,Oklahoma City Thunder,1,0.0
31,2016-11-25,21600236,False,0,0.0,13,98,1610612750,Minnesota Timberwolves,1,0.0,True,1,0.0,-13,85,1610612756,Phoenix Suns,0,0.0
31,2016-11-25,21600237,False,1,0.0,-15,104,1610612740,New Orleans Pelicans,0,1.0,True,0,1.0,15,119,1610612757,Portland Trail Blazers,1,0.0
31,2016-11-25,21600238,False,0,1.0,24,109,1610612744,Golden State Warriors,1,1.0,True,1,1.0,-24,85,1610612747,Los Angeles Lakers,0,1.0
31,2016-11-25,21600239,False,0,0.0,13,117,1610612745,Houston Rockets,1,0.0,True,1,0.0,-13,104,1610612758,Sacramento Kings,0,0.0
32,2016-11-26,21600240,False,0,0.0,12,112,1610612759,San Antonio Spurs,1,0.0,True,1,0.0,-12,100,1610612764,Washington Wizards,0,0.0
32,2016-11-26,21600241,False,1,0.0,-5,102,1610612752,New York Knicks,0,1.0,True,0,1.0,5,107,1610612766,Charlotte Hornets,1,0.0
32,2016-11-26,21600242,True,0,1.0,18,106,1610612760,Oklahoma City Thunder,1,0.0,False,1,0.0,-18,88,1610612765,Detroit Pistons,0,1.0
32,2016-11-26,21600243,True,1,0.0,-3,107,1610612748,Miami Heat,0,1.0,False,0,1.0,3,110,1610612763,Memphis Grizzlies,1,0.0
32,2016-11-26,21600244,True,0,0.0,13,115,1610612744,Golden State Warriors,1,0.0,False,1,0.0,-13,102,1610612750,Minnesota Timberwolves,0,0.0
33,2016-11-27,21600245,False,0,0.0,4,112,1610612739,Cleveland Cavaliers,1,1.0,True,1,1.0,-4,108,1610612755,Philadelphia 76ers,0,0.0
33,2016-11-27,21600246,False,0,0.0,6,120,1610612743,Denver Nuggets,1,1.0,True,1,1.0,-6,114,1610612756,Phoenix Suns,0,0.0
33,2016-11-27,21600247,True,1,0.0,-17,105,1610612751,Brooklyn Nets,0,0.0,False,0,0.0,17,122,1610612758,Sacramento Kings,1,0.0
33,2016-11-27,21600248,False,0,0.0,8,104,1610612749,Milwaukee Bucks,1,1.0,True,1,1.0,-8,96,1610612753,Orlando Magic,0,0.0
33,2016-11-27,21600249,False,1,0.0,-21,70,1610612746,LA Clippers,0,0.0,True,0,0.0,21,91,1610612754,Indiana Pacers,1,0.0
33,2016-11-27,21600250,False,1,0.0,-10,81,1610612740,New Orleans Pelicans,0,0.0,True,0,0.0,10,91,1610612742,Dallas Mavericks,1,0.0
33,2016-11-27,21600251,False,0,0.0,16,130,1610612745,Houston Rockets,1,1.0,True,1,1.0,-16,114,1610612757,Portland Trail Blazers,0,0.0
33,2016-11-27,21600252,False,1,1.0,-15,94,1610612737,Atlanta Hawks,0,0.0,True,0,0.0,15,109,1610612747,Los Angeles Lakers,1,1.0
34,2016-11-28,21600253,False,1,0.0,-6,95,1610612758,Sacramento Kings,0,0.0,True,0,0.0,6,101,1610612764,Washington Wizards,1,0.0
34,2016-11-28,21600254,False,1,0.0,-27,95,1610612755,Philadelphia 76ers,0,0.0,True,0,0.0,27,122,1610612761,Toronto Raptors,1,0.0
34,2016-11-28,21600255,True,1,0.0,-9,103,1610612752,New York Knicks,0,0.0,False,0,0.0,9,112,1610612760,Oklahoma City Thunder,1,0.0
34,2016-11-28,21600256,False,0,0.0,8,112,1610612738,Boston Celtics,1,0.0,True,1,0.0,-8,104,1610612748,Miami Heat,0,0.0
34,2016-11-28,21600257,True,1,0.0,-19,85,1610612763,Memphis Grizzlies,0,1.0,False,0,1.0,19,104,1610612766,Charlotte Hornets,1,0.0
34,2016-11-28,21600258,True,1,0.0,-9,103,1610612750,Minnesota Timberwolves,0,0.0,False,0,0.0,9,112,1610612762,Utah Jazz,1,0.0
34,2016-11-28,21600259,False,1,0.0,-5,100,1610612737,Atlanta Hawks,0,0.0,True,0,0.0,5,105,1610612744,Golden State Warriors,1,0.0
35,2016-11-29,21600260,False,0,0.0,23,112,1610612765,Detroit Pistons,1,0.0,True,1,0.0,-23,89,1610612766,Charlotte Hornets,0,0.0
35,2016-11-29,21600261,False,1,0.0,-5,122,1610612746,LA Clippers,0,1.0,True,0,1.0,5,127,1610612751,Brooklyn Nets,1,0.0
35,2016-11-29,21600262,False,1,0.0,-17,101,1610612739,Cleveland Cavaliers,0,0.0,True,0,0.0,17,118,1610612749,Milwaukee Bucks,1,0.0
35,2016-11-29,21600263,True,0,1.0,17,105,1610612740,New Orleans Pelicans,1,0.0,False,1,0.0,-17,88,1610612747,Los Angeles Lakers,0,1.0
35,2016-11-29,21600264,False,0,0.0,12,95,1610612753,Orlando Magic,1,0.0,True,1,0.0,-12,83,1610612759,San Antonio Spurs,0,0.0
35,2016-11-29,21600265,False,1,0.0,-19,101,1610612745,Houston Rockets,0,1.0,True,0,1.0,19,120,1610612762,Utah Jazz,1,0.0
36,2016-11-30,21600267,True,1,0.0,-7,114,1610612738,Boston Celtics,0,1.0,False,0,1.0,7,121,1610612765,Detroit Pistons,1,0.0
36,2016-11-30,21600268,True,0,0.0,15,120,1610612761,Toronto Raptors,1,0.0,False,1,0.0,-15,105,1610612763,Memphis Grizzlies,0,0.0
36,2016-11-30,21600269,True,1,0.0,-6,90,1610612741,Chicago Bulls,0,1.0,False,0,1.0,6,96,1610612747,Los Angeles Lakers,1,0.0
36,2016-11-30,21600270,True,0,0.0,11,126,1610612760,Oklahoma City Thunder,1,0.0,False,1,0.0,-11,115,1610612764,Washington Wizards,0,0.0
36,2016-11-30,21600271,True,1,0.0,-2,104,1610612750,Minnesota Timberwolves,0,0.0,False,0,0.0,2,106,1610612752,New York Knicks,1,0.0
36,2016-11-30,21600272,True,1,1.0,-7,87,1610612742,Dallas Mavericks,0,0.0,False,0,0.0,7,94,1610612759,San Antonio Spurs,1,1.0
36,2016-11-30,21600273,True,1,0.0,-8,98,1610612743,Denver Nuggets,0,0.0,False,0,0.0,8,106,1610612748,Miami Heat,1,0.0
36,2016-11-30,21600274,False,1,0.0,-2,107,1610612737,Atlanta Hawks,0,0.0,True,0,0.0,2,109,1610612756,Phoenix Suns,1,0.0
36,2016-11-30,21600275,False,1,0.0,-22,109,1610612754,Indiana Pacers,0,0.0,True,0,0.0,22,131,1610612757,Portland Trail Blazers,1,0.0
37,2016-12-01,21600276,False,1,0.0,-10,87,1610612742,Dallas Mavericks,0,0.0,True,0,0.0,10,97,1610612766,Charlotte Hornets,1,0.0
37,2016-12-01,21600277,False,0,0.0,18,111,1610612749,Milwaukee Bucks,1,1.0,True,1,1.0,-18,93,1610612751,Brooklyn Nets,0,0.0
37,2016-12-01,21600278,False,1,0.0,-1,94,1610612753,Orlando Magic,0,0.0,True,0,0.0,1,95,1610612763,Memphis Grizzlies,1,0.0
37,2016-12-01,21600279,True,1,0.0,-19,94,1610612739,Cleveland Cavaliers,0,0.0,False,0,0.0,19,113,1610612746,LA Clippers,1,0.0
37,2016-12-01,21600280,False,0,1.0,1,111,1610612748,Miami Heat,1,0.0,True,1,0.0,-1,110,1610612762,Utah Jazz,0,1.0
37,2016-12-01,21600281,True,1,0.0,-5,127,1610612744,Golden State Warriors,0,0.0,False,0,0.0,5,132,1610612745,Houston Rockets,1,0.0
38,2016-12-02,21600282,False,0,0.0,17,105,1610612753,Orlando Magic,1,1.0,True,1,1.0,-17,88,1610612755,Philadelphia 76ers,0,0.0
38,2016-12-02,21600283,True,0,0.0,5,97,1610612738,Boston Celtics,1,0.0,False,1,0.0,-5,92,1610612758,Sacramento Kings,0,0.0
38,2016-12-02,21600284,False,1,0.0,-33,80,1610612747,Los Angeles Lakers,0,0.0,True,0,0.0,33,113,1610612761,Toronto Raptors,1,0.0
38,2016-12-02,21600285,False,1,1.0,-4,114,1610612750,Minnesota Timberwolves,0,0.0,True,0,0.0,4,118,1610612752,New York Knicks,1,1.0
38,2016-12-02,21600286,False,1,0.0,-6,105,1610612739,Cleveland Cavaliers,0,0.0,True,0,0.0,6,111,1610612741,Chicago Bulls,1,0.0
38,2016-12-02,21600287,True,1,0.0,-18,96,1610612740,New Orleans Pelicans,0,0.0,False,0,0.0,18,114,1610612746,LA Clippers,1,0.0
38,2016-12-02,21600288,True,1,0.0,-36,85,1610612737,Atlanta Hawks,0,0.0,False,0,0.0,36,121,1610612765,Detroit Pistons,1,0.0
38,2016-12-02,21600289,True,0,0.0,2,107,1610612759,San Antonio Spurs,1,1.0,False,1,1.0,-2,105,1610612764,Washington Wizards,0,0.0
38,2016-12-02,21600290,True,1,0.0,-18,110,1610612743,Denver Nuggets,0,0.0,False,0,0.0,18,128,1610612745,Houston Rockets,1,0.0
39,2016-12-03,21600291,True,0,0.0,9,112,1610612749,Milwaukee Bucks,1,2.0,False,1,2.0,-9,103,1610612751,Brooklyn Nets,0,0.0
39,2016-12-03,21600292,False,0,1.0,5,125,1610612750,Minnesota Timberwolves,1,0.0,True,1,0.0,-5,120,1610612766,Charlotte Hornets,0,1.0
39,2016-12-03,21600293,False,1,0.0,-44,84,1610612737,Atlanta Hawks,0,0.0,True,0,0.0,44,128,1610612761,Toronto Raptors,1,0.0
39,2016-12-03,21600294,False,0,0.0,1,107,1610612738,Boston Celtics,1,0.0,True,1,0.0,-1,106,1610612755,Philadelphia 76ers,0,0.0
39,2016-12-03,21600295,False,1,0.0,-3,100,1610612747,Los Angeles Lakers,0,0.0,True,0,0.0,3,103,1610612763,Memphis Grizzlies,1,0.0
39,2016-12-03,21600296,False,1,0.0,-25,82,1610612741,Chicago Bulls,0,0.0,True,0,0.0,25,107,1610612742,Dallas Mavericks,1,0.0
39,2016-12-03,21600297,False,1,1.0,-7,98,1610612743,Denver Nuggets,0,1.0,True,0,1.0,7,105,1610612762,Utah Jazz,1,1.0
39,2016-12-03,21600298,False,1,0.0,-7,92,1610612748,Miami Heat,0,0.0,True,0,0.0,7,99,1610612757,Portland Trail Blazers,1,0.0
39,2016-12-03,21600299,True,0,0.0,29,138,1610612744,Golden State Warriors,1,2.0,False,1,2.0,-29,109,1610612756,Phoenix Suns,0,0.0
40,2016-12-04,21600300,False,0,1.0,6,98,1610612753,Orlando Magic,1,0.0,True,1,0.0,-6,92,1610612765,Detroit Pistons,0,1.0
40,2016-12-04,21600301,False,1,0.0,-9,92,1610612740,New Orleans Pelicans,0,0.0,True,0,0.0,9,101,1610612760,Oklahoma City Thunder,1,0.0
40,2016-12-04,21600302,True,0,0.0,8,106,1610612752,New York Knicks,1,0.0,False,1,0.0,-8,98,1610612758,Sacramento Kings,0,0.0
40,2016-12-04,21600303,True,1,1.0,-9,102,1610612746,LA Clippers,0,0.0,False,0,0.0,9,111,1610612754,Indiana Pacers,1,1.0
41,2016-12-05,21600304,False,0,0.0,8,106,1610612743,Denver Nuggets,1,0.0,True,1,0.0,-8,98,1610612755,Philadelphia 76ers,0,0.0
41,2016-12-05,21600305,False,0,0.0,4,116,1610612739,Cleveland Cavaliers,1,2.0,True,1,2.0,-4,112,1610612761,Toronto Raptors,0,0.0
41,2016-12-05,21600306,True,1,0.0,-5,113,1610612751,Brooklyn Nets,0,0.0,False,0,0.0,5,118,1610612764,Washington Wizards,1,0.0
41,2016-12-05,21600307,True,1,0.0,-3,99,1610612737,Atlanta Hawks,0,0.0,False,0,0.0,3,102,1610612760,Oklahoma City Thunder,1,0.0
41,2016-12-05,21600308,True,1,0.0,-2,110,1610612741,Chicago Bulls,0,1.0,False,0,1.0,2,112,1610612757,Portland Trail Blazers,1,0.0
41,2016-12-05,21600309,True,1,0.0,-1,96,1610612749,Milwaukee Bucks,0,0.0,False,0,0.0,1,97,1610612759,San Antonio Spurs,1,0.0
41,2016-12-05,21600310,True,1,1.0,-2,108,1610612740,New Orleans Pelicans,0,0.0,False,0,0.0,2,110,1610612763,Memphis Grizzlies,1,1.0
41,2016-12-05,21600311,False,1,0.0,-1,106,1610612738,Boston Celtics,0,0.0,True,0,0.0,1,107,1610612745,Houston Rockets,1,0.0
41,2016-12-05,21600312,True,1,1.0,-8,101,1610612742,Dallas Mavericks,0,0.0,False,0,0.0,8,109,1610612766,Charlotte Hornets,1,1.0
41,2016-12-05,21600313,True,1,1.0,-6,101,1610612747,Los Angeles Lakers,0,0.0,False,0,0.0,6,107,1610612762,Utah Jazz,1,1.0
41,2016-12-05,21600314,True,0,0.0,36,142,1610612744,Golden State Warriors,1,1.0,False,1,1.0,-36,106,1610612754,Indiana Pacers,0,0.0
42,2016-12-06,21600315,False,0,1.0,8,124,1610612753,Orlando Magic,1,1.0,True,1,1.0,-8,116,1610612764,Washington Wizards,0,1.0
42,2016-12-06,21600316,True,1,0.0,-11,103,1610612748,Miami Heat,0,0.0,False,0,0.0,11,114,1610612752,New York Knicks,1,0.0
42,2016-12-06,21600317,False,1,0.0,-11,91,1610612741,Chicago Bulls,0,0.0,True,0,0.0,11,102,1610612765,Detroit Pistons,1,0.0
42,2016-12-06,21600318,False,1,1.0,-5,91,1610612755,Philadelphia 76ers,0,0.0,True,0,0.0,5,96,1610612763,Memphis Grizzlies,1,1.0
42,2016-12-06,21600319,True,1,0.0,-14,91,1610612750,Minnesota Timberwolves,0,0.0,False,0,0.0,14,105,1610612759,San Antonio Spurs,1,0.0
42,2016-12-06,21600320,False,1,0.0,-7,105,1610612756,Phoenix Suns,0,0.0,True,0,0.0,7,112,1610612762,Utah Jazz,1,0.0
43,2016-12-07,21600321,False,1,0.0,-10,77,1610612765,Detroit Pistons,0,1.0,True,0,1.0,10,87,1610612766,Charlotte Hornets,1,0.0
43,2016-12-07,21600322,False,0,0.0,30,117,1610612738,Boston Celtics,1,0.0,True,1,0.0,-30,87,1610612753,Orlando Magic,0,0.0
43,2016-12-07,21600323,False,1,0.0,-5,111,1610612743,Denver Nuggets,0,0.0,True,0,0.0,5,116,1610612751,Brooklyn Nets,1,0.0
43,2016-12-07,21600324,True,0,0.0,8,103,1610612737,Atlanta Hawks,1,1.0,False,1,1.0,-8,95,1610612748,Miami Heat,0,0.0
43,2016-12-07,21600325,True,0,0.0,8,115,1610612749,Milwaukee Bucks,1,0.0,False,1,0.0,-8,107,1610612757,Portland Trail Blazers,0,0.0
43,2016-12-07,21600326,True,0,1.0,39,134,1610612745,Houston Rockets,1,0.0,False,1,0.0,-39,95,1610612747,Los Angeles Lakers,0,1.0
43,2016-12-07,21600327,False,0,0.0,32,126,1610612739,Cleveland Cavaliers,1,1.0,True,1,1.0,-32,94,1610612752,New York Knicks,0,0.0
43,2016-12-07,21600328,True,1,0.0,-31,89,1610612742,Dallas Mavericks,0,0.0,False,0,0.0,31,120,1610612758,Sacramento Kings,1,0.0
43,2016-12-07,21600329,False,0,1.0,15,109,1610612754,Indiana Pacers,1,0.0,True,1,0.0,-15,94,1610612756,Phoenix Suns,0,1.0
43,2016-12-07,21600330,False,0,0.0,17,115,1610612744,Golden State Warriors,1,0.0,True,1,0.0,-17,98,1610612746,LA Clippers,0,0.0
44,2016-12-08,21600331,False,1,0.0,-14,110,1610612750,Minnesota Timberwolves,0,0.0,True,0,0.0,14,124,1610612761,Toronto Raptors,1,0.0
44,2016-12-08,21600332,False,1,0.0,-7,85,1610612743,Denver Nuggets,0,0.0,True,0,0.0,7,92,1610612764,Washington Wizards,1,0.0
44,2016-12-08,21600333,False,1,0.0,-2,86,1610612757,Portland Trail Blazers,0,1.0,True,0,1.0,2,88,1610612763,Memphis Grizzlies,1,0.0
44,2016-12-08,21600334,True,1,0.0,-11,88,1610612740,New Orleans Pelicans,0,0.0,False,0,0.0,11,99,1610612755,Philadelphia 76ers,1,0.0
44,2016-12-08,21600335,False,0,0.0,7,106,1610612744,Golden State Warriors,1,0.0,True,1,0.0,-7,99,1610612762,Utah Jazz,0,0.0
44,2016-12-08,21600336,True,0,0.0,4,95,1610612741,Chicago Bulls,1,0.0,False,1,0.0,-4,91,1610612759,San Antonio Spurs,0,0.0
45,2016-12-09,21600337,False,1,0.0,-21,88,1610612753,Orlando Magic,0,0.0,True,0,0.0,21,109,1610612766,Charlotte Hornets,1,0.0
45,2016-12-09,21600338,True,0,0.0,30,114,1610612739,Cleveland Cavaliers,1,0.0,False,1,0.0,-30,84,1610612748,Miami Heat,0,0.0
45,2016-12-09,21600339,True,1,0.0,-7,94,1610612738,Boston Celtics,0,0.0,False,0,0.0,7,101,1610612761,Toronto Raptors,1,0.0
45,2016-12-09,21600340,False,0,0.0,4,114,1610612737,Atlanta Hawks,1,1.0,True,1,1.0,-4,110,1610612749,Milwaukee Bucks,0,0.0
